"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2013-04-18,"2013-4-18",14,11,8,7,4,-2,82,62,41,1019,1013,1009,10,10,9,53,29,76,0,4,"Rain-Thunderstorm",235
2013-04-19,"2013-4-19",11,8,5,5,3,2,87,70,54,1033,1025,1019,10,10,10,26,19,NA,0,4,"Rain",300
2013-04-20,"2013-4-20",12,7,3,4,1,-1,93,70,44,1035,1033,1029,10,10,8,19,8,NA,0,NA,"",81
2013-04-21,"2013-4-21",14,8,3,4,1,-2,87,61,33,1029,1022,1017,10,10,10,26,6,NA,0,2,"",244
2013-04-22,"2013-4-22",14,10,7,8,5,2,87,71,44,1017,1016,1014,10,10,9,26,13,NA,0,6,"",230
2013-04-23,"2013-4-23",20,15,10,9,8,6,94,66,40,1023,1019,1015,10,10,8,19,16,NA,0,4,"",257
2013-04-24,"2013-4-24",19,14,11,12,9,8,88,71,56,1025,1023,1022,10,10,10,24,11,NA,0,1,"Rain",229
2013-04-25,"2013-4-25",22,17,12,12,10,7,94,68,38,1025,1020,1016,10,8,5,27,13,40,0,2,"Rain",234
2013-04-26,"2013-4-26",14,10,7,9,3,-4,93,67,35,1017,1015,1012,10,10,5,27,13,48,0,4,"Rain",331
2013-04-27,"2013-4-27",10,8,5,5,2,-1,87,72,47,1020,1015,1012,10,10,10,27,11,NA,0,4,"Rain",357
2013-04-28,"2013-4-28",12,7,3,3,0,-2,93,61,38,1020,1016,1013,10,10,10,26,10,42,0,2,"Rain",239
2013-04-29,"2013-4-29",14,11,8,6,2,-1,87,58,36,1022,1016,1012,10,10,10,27,21,NA,0,4,"Rain",261
2013-04-30,"2013-4-30",13,9,6,5,2,-1,81,64,41,1027,1025,1022,10,10,9,24,11,39,0,2,"",49
2013-05-01,"2013-5-1",15,9,3,5,2,-1,100,64,34,1027,1024,1021,10,9,5,21,8,NA,0,4,"",52
2013-05-02,"2013-5-2",16,10,5,3,-2,-9,66,46,24,1024,1023,1022,10,10,10,23,8,NA,0,NA,"",72
2013-05-03,"2013-5-3",20,13,6,6,3,0,76,53,28,1022,1019,1017,10,10,10,27,8,NA,0,2,"",260
2013-05-04,"2013-5-4",16,12,9,9,5,1,77,61,36,1020,1017,1015,10,10,9,34,21,45,0,5,"Rain",241
2013-05-05,"2013-5-5",18,13,8,10,7,3,82,64,49,1023,1022,1020,10,10,10,19,11,29,0,5,"",241
2013-05-06,"2013-5-6",20,16,12,9,8,6,82,60,43,1022,1020,1018,10,10,10,16,6,NA,0,3,"",175
2013-05-07,"2013-5-7",19,14,9,9,7,3,87,61,35,1019,1016,1012,10,9,5,21,8,NA,0,NA,"",92
2013-05-08,"2013-5-8",17,13,10,13,9,6,94,78,55,1011,1007,1006,10,8,2,27,14,40,0,5,"Rain",199
2013-05-09,"2013-5-9",14,11,8,8,4,1,87,65,41,1011,1008,1005,10,10,7,45,24,66,0,4,"Rain",213
2013-05-10,"2013-5-10",18,14,10,8,7,4,82,68,40,1013,1010,1005,10,10,10,35,26,47,0,4,"Rain",235
2013-05-11,"2013-5-11",13,10,7,9,6,3,93,76,54,1013,1011,1009,10,10,8,40,19,60,0,4,"Rain",241
2013-05-12,"2013-5-12",15,10,6,10,6,2,94,72,42,1016,1014,1013,10,10,7,27,21,NA,0,5,"Rain",245
2013-05-13,"2013-5-13",15,11,8,10,5,0,94,64,36,1013,1011,1009,10,10,5,39,26,64,0,3,"Rain",248
2013-05-14,"2013-5-14",11,9,8,8,6,2,93,78,54,1010,1003,991,10,10,9,35,19,NA,0,5,"Rain",197
2013-05-15,"2013-5-15",14,10,7,6,4,2,87,69,44,1001,994,988,10,10,10,40,24,64,0,5,"Rain",217
2013-05-16,"2013-5-16",15,10,6,8,6,2,100,75,42,1002,1000,999,10,10,10,24,6,NA,0,3,"Rain",113
2013-05-17,"2013-5-17",11,9,7,6,6,4,93,76,62,1010,1006,1002,10,10,8,16,10,NA,0,5,"",18
2013-05-18,"2013-5-18",15,12,10,8,6,4,77,65,55,1009,1008,1007,10,10,10,19,11,NA,0,6,"",300
2013-05-19,"2013-5-19",17,13,9,8,7,7,87,70,52,1013,1011,1009,10,9,5,19,8,NA,0,4,"",45
2013-05-20,"2013-5-20",17,14,12,13,12,8,94,86,77,1012,1011,1010,10,8,5,21,11,NA,0,6,"Rain",325
2013-05-21,"2013-5-21",16,13,11,13,9,6,88,79,71,1019,1016,1012,10,10,7,21,14,NA,0,6,"Rain",351
2013-05-22,"2013-5-22",14,12,9,8,6,2,87,69,51,1019,1018,1016,10,10,7,27,11,NA,0,6,"Rain",298
2013-05-23,"2013-5-23",10,8,7,4,2,-2,76,66,43,1016,1013,1012,10,10,10,29,18,39,0,3,"Rain-Thunderstorm",308
2013-05-24,"2013-5-24",9,7,6,7,4,2,93,82,76,1016,1009,1004,10,10,9,35,19,NA,0,5,"Rain",293
2013-05-25,"2013-5-25",14,9,5,5,3,-1,93,65,36,1021,1020,1017,10,10,10,19,11,NA,0,3,"",343
2013-05-26,"2013-5-26",19,13,7,5,2,-1,81,50,30,1020,1018,1014,10,10,10,21,10,NA,0,NA,"",280
2013-05-27,"2013-5-27",17,12,8,5,3,1,71,52,34,1014,1009,1004,10,10,10,29,16,50,0,2,"",207
2013-05-28,"2013-5-28",13,11,10,10,8,4,94,83,58,1004,1000,998,10,9,5,24,10,NA,0,5,"Rain",119
2013-05-29,"2013-5-29",12,10,9,11,8,7,94,86,77,1008,1004,1001,10,10,7,16,10,NA,0,5,"Rain",287
2013-05-30,"2013-5-30",13,12,11,11,10,9,100,87,77,1016,1010,1007,10,9,5,19,10,NA,0,6,"Rain",339
2013-05-31,"2013-5-31",21,16,11,11,10,9,88,73,49,1019,1018,1016,10,9,6,21,13,NA,0,5,"",328
2013-06-01,"2013-6-1",16,13,11,10,8,6,77,68,55,1026,1023,1020,10,10,10,21,14,NA,0,6,"Rain",335
2013-06-02,"2013-6-2",17,13,10,8,6,3,87,61,39,1031,1029,1026,10,10,10,19,11,NA,0,4,"",348
2013-06-03,"2013-6-3",17,13,9,8,6,3,87,67,45,1033,1032,1030,10,10,10,23,8,NA,0,2,"",72
2013-06-04,"2013-6-4",19,13,7,8,5,4,82,59,40,1031,1027,1023,10,10,10,26,11,37,0,1,"",41
2013-06-05,"2013-6-5",20,14,9,11,8,6,88,73,49,1024,1022,1020,10,10,10,21,13,NA,0,5,"",61
2013-06-06,"2013-6-6",21,14,9,11,8,7,88,67,49,1023,1022,1021,10,10,10,23,14,NA,0,4,"",67
2013-06-07,"2013-6-7",20,14,9,10,8,7,87,66,49,1024,1023,1022,10,10,10,23,11,NA,0,1,"",61
2013-06-08,"2013-6-8",16,12,9,8,7,6,87,70,52,1024,1021,1019,10,10,10,24,14,35,0,6,"",44
2013-06-09,"2013-6-9",14,12,10,8,7,5,82,71,58,1019,1016,1015,10,10,10,19,14,NA,0,7,"",47
2013-06-10,"2013-6-10",15,12,10,7,6,5,76,68,59,1016,1016,1015,10,10,10,16,10,NA,0,7,"",74
2013-06-11,"2013-6-11",17,12,8,14,11,6,88,81,68,1016,1014,1013,10,10,6,21,11,NA,0,6,"Rain",152
2013-06-12,"2013-6-12",18,17,15,15,13,11,94,83,68,1013,1011,1010,10,10,9,29,18,50,0,6,"Rain",208
2013-06-13,"2013-6-13",17,14,13,13,9,6,88,71,55,1017,1011,1009,10,10,10,40,26,55,0,5,"Rain",230
2013-06-14,"2013-6-14",18,14,10,10,7,2,82,65,34,1018,1016,1010,10,10,10,24,16,NA,0,3,"",203
2013-06-15,"2013-6-15",17,14,12,11,9,5,88,71,45,1012,1008,1006,10,10,5,35,21,50,0,3,"Rain",226
2013-06-16,"2013-6-16",17,14,12,11,8,7,82,68,52,1015,1014,1012,10,10,10,21,14,NA,0,2,"Rain",216
2013-06-17,"2013-6-17",20,16,12,11,9,7,88,65,43,1015,1014,1013,10,10,10,27,14,NA,0,NA,"Rain",75
2013-06-18,"2013-6-18",21,17,13,15,13,10,88,76,64,1015,1014,1013,10,10,8,21,11,NA,0,4,"Rain",99
2013-06-19,"2013-6-19",26,21,16,16,14,13,94,72,47,1016,1015,1013,10,9,5,24,8,NA,0,2,"Rain",82
2013-06-20,"2013-6-20",20,18,15,16,14,13,94,81,68,1015,1012,1009,10,7,4,16,11,26,0,4,"Rain",95
2013-06-21,"2013-6-21",21,17,14,15,13,12,88,77,60,1012,1010,1008,10,10,8,24,14,NA,0,5,"Rain",231
2013-06-22,"2013-6-22",18,14,12,13,11,9,94,77,59,1011,1007,1005,10,10,4,35,23,52,0,4,"Rain",214
2013-06-23,"2013-6-23",17,14,13,11,10,8,88,72,55,1016,1009,1004,10,10,10,34,24,48,0,5,"Rain",252
2013-06-24,"2013-6-24",16,13,12,8,6,5,77,62,48,1026,1022,1017,10,10,10,26,19,NA,0,5,"",290
2013-06-25,"2013-6-25",19,14,11,8,6,4,72,55,37,1030,1029,1026,10,10,10,14,6,NA,0,2,"",325
2013-06-26,"2013-6-26",21,16,12,9,8,5,82,59,37,1031,1029,1028,10,10,10,21,8,NA,0,6,"",273
2013-06-27,"2013-6-27",20,17,13,12,9,7,94,67,43,1029,1026,1022,10,10,5,21,10,NA,0,4,"Rain",291
2013-06-28,"2013-6-28",20,17,13,16,13,11,100,85,73,1022,1019,1017,10,10,2,24,13,NA,0,6,"Rain",270
2013-06-29,"2013-6-29",21,17,13,14,8,6,82,58,38,1024,1022,1019,10,10,10,23,14,NA,0,3,"Rain",307
2013-06-30,"2013-6-30",26,21,16,14,12,8,88,60,32,1024,1021,1018,10,10,10,29,18,42,0,4,"",256
2013-07-01,"2013-7-1",21,17,14,11,8,6,77,57,43,1018,1017,1015,10,10,10,27,19,NA,0,3,"",251
2013-07-02,"2013-7-2",18,16,13,12,9,7,82,67,49,1016,1011,1005,10,10,10,24,13,NA,0,4,"Rain",204
2013-07-03,"2013-7-3",21,18,15,14,13,10,94,75,56,1016,1008,1003,10,10,6,24,18,NA,0,6,"Rain",257
2013-07-04,"2013-7-4",24,18,13,15,13,10,94,70,50,1024,1019,1016,10,10,10,24,16,NA,0,4,"",245
2013-07-05,"2013-7-5",24,19,15,13,11,9,77,58,38,1031,1029,1025,10,10,10,13,8,NA,0,4,"",123
2013-07-06,"2013-7-6",26,19,13,15,12,10,88,65,42,1031,1029,1028,10,9,5,19,8,NA,0,1,"",82
2013-07-07,"2013-7-7",27,21,16,15,13,11,94,62,41,1033,1032,1031,10,9,5,23,10,NA,0,1,"",82
2013-07-08,"2013-7-8",26,20,14,15,12,10,82,63,39,1034,1033,1031,10,10,10,23,11,NA,0,1,"",62
2013-07-09,"2013-7-9",26,19,12,12,8,3,88,56,24,1031,1028,1025,10,10,10,19,11,NA,0,1,"",62
2013-07-10,"2013-7-10",23,18,13,14,11,8,82,66,46,1026,1026,1024,10,10,10,23,11,29,0,3,"",48
2013-07-11,"2013-7-11",21,16,12,11,8,7,77,65,40,1027,1025,1024,10,10,10,23,13,NA,0,6,"",54
2013-07-12,"2013-7-12",24,18,12,14,11,9,82,70,47,1026,1025,1023,10,10,10,14,10,NA,0,6,"",61
2013-07-13,"2013-7-13",29,22,15,17,15,13,88,66,42,1025,1024,1023,10,10,9,16,6,NA,0,3,"",65
2013-07-14,"2013-7-14",28,23,19,16,14,9,83,58,32,1025,1023,1022,10,10,8,19,8,NA,0,1,"",285
2013-07-15,"2013-7-15",30,24,18,16,9,1,78,45,17,1024,1023,1022,10,9,7,13,6,NA,0,NA,"",47
2013-07-16,"2013-7-16",30,24,18,15,13,9,73,52,29,1023,1023,1022,10,10,10,21,6,NA,0,1,"",107
2013-07-17,"2013-7-17",31,24,19,15,12,10,68,50,29,1026,1024,1023,10,10,10,21,8,NA,0,NA,"",91
2013-07-18,"2013-7-18",27,22,17,15,13,11,82,61,37,1027,1026,1026,10,10,9,24,13,NA,0,1,"",76
2013-07-19,"2013-7-19",27,21,15,15,12,10,78,57,37,1027,1025,1024,10,10,10,26,13,NA,0,NA,"",77
2013-07-20,"2013-7-20",22,19,17,15,14,12,88,76,60,1025,1023,1022,10,10,10,23,14,NA,0,5,"",72
2013-07-21,"2013-7-21",25,21,17,16,14,12,88,74,54,1022,1020,1017,10,9,5,19,13,NA,0,6,"",74
2013-07-22,"2013-7-22",33,24,17,18,16,12,88,62,29,1018,1016,1014,10,8,4,19,10,32,0,2,"",101
2013-07-23,"2013-7-23",28,24,20,19,17,14,88,68,45,1015,1013,1012,10,10,7,23,11,35,0,1,"Rain-Thunderstorm",126
2013-07-24,"2013-7-24",26,21,16,15,13,11,82,62,39,1015,1014,1013,10,10,10,21,16,NA,0,1,"",230
2013-07-25,"2013-7-25",25,21,17,17,15,12,94,70,44,1014,1013,1012,10,10,10,23,10,26,0,3,"Rain",195
2013-07-26,"2013-7-26",27,22,17,14,12,10,77,55,36,1013,1012,1010,10,10,10,13,8,NA,0,1,"",221
2013-07-27,"2013-7-27",28,23,18,19,14,10,94,65,42,1011,1006,1001,10,9,3,23,10,NA,0,3,"Rain",140
2013-07-28,"2013-7-28",24,20,16,17,14,12,94,69,47,1009,1007,1002,10,10,5,27,21,NA,0,4,"Rain",210
2013-07-29,"2013-7-29",23,20,17,16,14,11,94,70,47,1015,1011,1009,10,10,10,35,19,50,0,3,"Rain",214
2013-07-30,"2013-7-30",22,19,16,17,16,14,94,82,69,1015,1013,1011,10,9,4,23,16,NA,0,4,"Rain",220
2013-07-31,"2013-7-31",25,21,17,17,16,14,88,74,57,1016,1015,1014,10,10,5,26,18,NA,0,6,"",222
2013-08-01,"2013-8-1",33,24,17,18,17,15,94,61,34,1014,1010,1005,10,10,10,24,11,42,0,7,"",143
2013-08-02,"2013-8-2",25,21,18,17,15,12,88,68,50,1010,1009,1007,10,10,10,21,14,NA,0,3,"Rain-Thunderstorm",213
2013-08-03,"2013-8-3",23,19,16,15,13,10,88,72,49,1019,1014,1010,10,10,10,23,16,NA,0,2,"Rain",217
2013-08-04,"2013-8-4",24,20,16,14,12,10,88,65,44,1020,1019,1017,10,10,10,26,16,NA,0,2,"",210
2013-08-05,"2013-8-5",24,21,17,17,14,12,88,71,50,1017,1012,1008,10,10,10,24,13,35,0,3,"Rain",190
2013-08-06,"2013-8-6",23,18,14,15,11,7,83,60,38,1017,1015,1013,10,10,10,21,13,NA,0,3,"",296
2013-08-07,"2013-8-7",22,19,16,14,11,8,88,60,41,1017,1014,1013,10,10,10,19,13,NA,0,4,"",56
2013-08-08,"2013-8-8",25,19,14,13,10,7,77,58,34,1020,1019,1017,10,10,10,21,6,42,0,1,"",253
2013-08-09,"2013-8-9",24,20,16,17,13,8,94,64,38,1022,1019,1017,10,10,5,24,14,29,0,4,"Rain",264
2013-08-10,"2013-8-10",20,18,16,10,9,6,68,57,40,1023,1022,1021,10,10,10,19,11,NA,0,7,"",293
2013-08-11,"2013-8-11",24,21,19,12,9,8,56,46,36,1018,1017,1016,10,10,10,27,23,40,0,6,"",277
2013-08-12,"2013-8-12",21,18,15,11,9,6,77,57,38,1019,1016,1016,10,10,10,27,16,NA,0,2,"",269
2013-08-13,"2013-8-13",21,17,13,13,9,7,82,63,40,1023,1021,1019,10,10,10,26,16,NA,0,2,"",279
2013-08-14,"2013-8-14",23,18,13,15,12,10,94,71,47,1023,1022,1021,10,10,10,24,13,NA,0,4,"Rain",235
2013-08-15,"2013-8-15",25,21,18,17,16,14,88,73,50,1021,1018,1016,10,10,9,32,16,NA,0,4,"Rain",231
2013-08-16,"2013-8-16",22,20,18,16,16,15,88,80,69,1016,1015,1014,10,10,10,23,16,NA,0,3,"Rain",220
2013-08-17,"2013-8-17",21,18,15,16,14,11,94,79,60,1015,1014,1011,10,10,10,26,14,NA,0,2,"",229
2013-08-18,"2013-8-18",24,21,18,14,12,10,73,58,41,1012,1011,1010,10,10,10,27,19,NA,0,3,"",247
2013-08-19,"2013-8-19",22,18,14,11,9,7,77,55,40,1026,1019,1013,10,10,10,26,16,NA,0,3,"",295
2013-08-20,"2013-8-20",25,19,14,11,9,7,72,54,34,1028,1027,1026,10,10,10,19,6,NA,0,NA,"",231
2013-08-21,"2013-8-21",27,21,15,15,12,10,77,58,36,1026,1023,1021,10,10,10,19,11,NA,0,NA,"Rain",240
2013-08-22,"2013-8-22",20,18,17,18,17,15,94,87,78,1021,1020,1018,10,10,6,14,8,NA,0,2,"Rain",112
2013-08-23,"2013-8-23",25,21,17,17,16,15,94,77,57,1018,1015,1011,10,7,5,24,14,NA,0,3,"",96
2013-08-24,"2013-8-24",20,18,15,17,16,13,94,89,78,1011,1010,1009,10,5,2,23,11,NA,0,5,"Rain-Hail",307
2013-08-25,"2013-8-25",22,18,14,16,14,13,94,80,60,1017,1013,1010,10,9,5,24,14,NA,0,4,"Rain",20
2013-08-26,"2013-8-26",25,21,17,15,13,8,88,67,36,1019,1018,1017,10,9,4,21,10,NA,0,4,"",59
2013-08-27,"2013-8-27",23,17,12,14,11,6,100,65,36,1020,1018,1017,10,9,0,14,6,NA,0,3,"Fog",360
2013-08-28,"2013-8-28",23,18,13,13,11,7,100,64,38,1024,1022,1020,10,7,0,11,6,29,0,6,"Fog",352
2013-08-29,"2013-8-29",24,20,16,14,12,10,82,61,41,1022,1021,1020,10,10,8,21,13,NA,0,2,"",251
2013-08-30,"2013-8-30",25,20,16,15,14,13,88,67,47,1021,1019,1017,10,10,10,27,16,NA,0,2,"",251
2013-08-31,"2013-8-31",20,17,14,15,8,3,83,56,35,1029,1025,1020,10,10,10,24,16,NA,0,4,"",328
2013-09-01,"2013-9-1",21,16,12,11,8,6,77,58,40,1031,1029,1027,10,10,10,24,14,NA,0,NA,"",270
2013-09-02,"2013-9-2",25,19,13,15,12,10,88,65,47,1028,1026,1025,10,10,10,23,16,NA,0,1,"",280
2013-09-03,"2013-9-3",25,20,16,16,14,14,88,68,50,1028,1027,1025,10,10,10,13,5,NA,0,5,"",233
2013-09-04,"2013-9-4",26,21,16,18,16,15,94,79,54,1025,1021,1016,10,8,3,24,8,NA,0,2,"",88
2013-09-05,"2013-9-5",29,23,17,17,16,12,100,70,45,1016,1011,1007,10,4,0,23,6,NA,0,6,"Fog",320
2013-09-06,"2013-9-6",20,17,14,15,12,9,88,75,59,1011,1008,1006,10,10,8,21,11,NA,0,3,"Rain",227
2013-09-07,"2013-9-7",19,16,12,11,9,7,88,68,49,1018,1014,1011,10,10,10,26,13,NA,0,3,"Rain",189
2013-09-08,"2013-9-8",17,14,12,10,8,6,88,71,48,1018,1018,1017,10,10,10,26,11,NA,0,2,"Rain",226
2013-09-09,"2013-9-9",14,12,11,12,10,8,94,84,72,1018,1016,1015,10,10,4,21,11,NA,0,4,"Rain",5
2013-09-10,"2013-9-10",17,13,11,10,9,7,88,74,52,1021,1019,1017,10,10,10,27,16,45,0,4,"Rain",309
2013-09-11,"2013-9-11",17,14,13,12,10,8,88,73,59,1021,1020,1019,10,10,8,27,19,39,0,6,"Rain",317
2013-09-12,"2013-9-12",18,16,13,15,12,11,94,81,68,1020,1019,1018,10,9,5,14,6,NA,0,5,"Rain",260
2013-09-13,"2013-9-13",18,17,15,17,16,14,100,93,88,1018,1017,1012,10,7,4,14,10,NA,0,5,"Rain",280
2013-09-14,"2013-9-14",14,12,11,14,10,9,100,84,72,1018,1016,1011,10,9,3,23,13,NA,0,6,"Rain",331
2013-09-15,"2013-9-15",16,12,9,15,9,5,94,80,51,1018,1009,1000,10,9,5,35,16,47,0,5,"Rain",240
2013-09-16,"2013-9-16",16,12,9,10,5,3,76,62,42,1004,1002,1001,10,10,10,34,24,60,0,2,"Rain",264
2013-09-17,"2013-9-17",14,11,9,13,8,5,100,80,55,1004,1000,994,10,9,3,26,18,NA,0,4,"Rain",245
2013-09-18,"2013-9-18",16,13,11,12,8,6,94,72,55,1011,1003,996,10,10,6,26,14,NA,0,3,"Rain",304
2013-09-19,"2013-9-19",17,13,9,15,10,6,94,79,59,1012,1010,1007,10,9,4,29,16,NA,0,3,"Rain",244
2013-09-20,"2013-9-20",19,16,12,11,9,9,82,70,52,1022,1017,1011,10,10,10,16,13,NA,0,4,"",274
2013-09-21,"2013-9-21",19,16,12,16,12,9,88,79,68,1026,1024,1022,10,10,10,16,11,NA,0,6,"",227
2013-09-22,"2013-9-22",19,17,15,16,15,14,94,85,77,1029,1027,1026,10,10,10,16,11,NA,0,6,"",249
2013-09-23,"2013-9-23",20,18,14,15,14,13,94,83,68,1027,1024,1020,10,9,5,14,5,NA,0,7,"",99
2013-09-24,"2013-9-24",21,16,11,15,13,11,100,88,64,1020,1016,1014,9,4,0,16,6,NA,0,3,"Fog",85
2013-09-25,"2013-9-25",22,18,14,15,14,13,94,81,57,1014,1012,1010,10,4,1,13,8,NA,0,5,"Rain",74
2013-09-26,"2013-9-26",19,16,13,14,11,9,94,75,56,1018,1016,1013,10,8,2,23,13,NA,0,3,"",70
2013-09-27,"2013-9-27",17,13,11,11,10,9,88,77,59,1018,1016,1013,10,9,6,26,13,NA,0,2,"",78
2013-09-28,"2013-9-28",19,16,13,13,12,10,94,77,63,1013,1010,1007,10,8,5,29,16,NA,0,1,"Rain",77
2013-09-29,"2013-9-29",16,14,14,12,11,10,82,76,68,1008,1007,1006,10,10,10,32,21,NA,0,6,"Rain",69
2013-09-30,"2013-9-30",19,17,13,13,11,8,88,74,52,1009,1007,1005,10,10,7,32,14,NA,0,4,"",81
2013-10-01,"2013-10-1",18,14,12,12,11,9,94,79,56,1010,1009,1008,10,8,5,29,14,NA,0,6,"",91
2013-10-02,"2013-10-2",19,16,13,15,13,10,94,85,68,1012,1011,1009,10,7,3,21,14,NA,0,5,"Rain",105
2013-10-03,"2013-10-3",19,17,14,17,14,13,94,89,82,1012,1009,1007,10,8,3,26,13,NA,0,2,"Rain",111
2013-10-04,"2013-10-4",20,18,16,17,15,13,94,81,64,1014,1009,1005,10,10,9,27,14,NA,0,4,"Rain",207
2013-10-05,"2013-10-5",18,16,14,14,13,13,94,86,73,1021,1017,1014,10,9,8,14,11,NA,0,5,"Rain",254
2013-10-06,"2013-10-6",20,17,14,12,9,8,88,62,49,1026,1025,1025,10,10,10,16,10,NA,0,2,"",241
2013-10-07,"2013-10-7",20,16,11,14,12,10,94,80,60,1026,1025,1024,10,9,1,16,11,NA,0,5,"Fog",235
2013-10-08,"2013-10-8",20,18,15,15,13,13,94,79,64,1025,1024,1023,10,9,7,21,13,NA,0,4,"",250
2013-10-09,"2013-10-9",17,13,10,13,9,3,82,69,55,1024,1019,1015,10,10,10,29,16,NA,0,4,"",283
2013-10-10,"2013-10-10",12,10,9,5,4,3,71,64,54,1019,1018,1015,10,10,10,32,23,52,0,4,"",322
2013-10-11,"2013-10-11",14,11,9,12,9,5,94,83,71,1020,1017,1014,10,9,4,27,21,50,0,5,"Rain",10
2013-10-12,"2013-10-12",14,12,10,12,8,5,94,76,55,1020,1018,1015,10,10,5,26,16,47,0,4,"Rain",88
2013-10-13,"2013-10-13",12,11,10,11,9,7,94,87,76,1016,1010,1008,10,9,5,24,16,NA,0,5,"Rain",270
2013-10-14,"2013-10-14",13,11,10,9,8,7,94,84,67,1008,1007,1006,10,10,8,24,18,NA,0,6,"Rain",239
2013-10-15,"2013-10-15",13,11,10,9,8,7,94,82,72,1014,1010,1007,10,9,5,23,14,NA,0,4,"",290
2013-10-16,"2013-10-16",16,11,7,13,9,7,100,86,63,1015,1010,1005,10,6,0,29,11,NA,0,4,"Fog-Rain",185
2013-10-17,"2013-10-17",19,16,13,13,11,10,94,76,59,1016,1013,1009,10,10,8,24,19,NA,0,2,"",248
2013-10-18,"2013-10-18",18,14,11,13,12,10,100,86,72,1017,1014,1009,10,9,6,24,10,NA,0,4,"Fog",130
2013-10-19,"2013-10-19",18,16,14,15,13,11,88,84,72,1008,1005,1004,10,10,10,24,11,NA,0,4,"Rain",175
2013-10-20,"2013-10-20",18,16,13,13,12,10,88,81,68,1007,1005,1004,10,10,4,34,16,39,0,2,"Rain",203
2013-10-21,"2013-10-21",18,16,14,14,13,12,88,79,73,1008,1006,1003,10,10,10,29,16,50,0,3,"Rain",197
2013-10-22,"2013-10-22",19,17,16,15,13,12,88,78,72,1003,998,994,10,10,5,24,18,NA,0,3,"Rain",181
2013-10-23,"2013-10-23",18,14,11,13,11,7,88,73,55,1011,999,991,10,10,10,39,23,69,0,3,"Rain",229
2013-10-24,"2013-10-24",18,13,9,12,9,7,94,81,59,1015,1013,1010,10,10,6,23,10,NA,0,2,"",119
2013-10-25,"2013-10-25",19,16,13,15,13,12,94,81,68,1010,1005,1003,10,9,7,32,19,32,0,3,"Rain",182
2013-10-26,"2013-10-26",18,17,15,13,12,11,88,78,68,1006,1004,999,10,10,9,34,23,52,0,4,"Rain-Hail",215
2013-10-27,"2013-10-27",17,14,13,13,10,8,88,74,55,999,996,992,10,9,5,42,27,71,0,3,"Rain-Hail",225
2013-10-28,"2013-10-28",17,13,10,14,9,5,94,75,55,1002,992,979,10,10,5,72,31,106,0,3,"Rain-Hail",233
2013-10-29,"2013-10-29",13,10,8,6,5,2,82,71,51,1018,1011,1002,10,10,10,32,21,NA,0,2,"",254
2013-10-30,"2013-10-30",14,10,6,10,7,4,87,74,55,1022,1020,1018,10,10,10,26,16,NA,0,4,"",225
2013-10-31,"2013-10-31",14,13,12,12,11,9,94,84,72,1018,1016,1014,10,9,5,27,18,NA,0,5,"Rain",221
2013-11-01,"2013-11-1",15,13,12,11,10,10,94,82,72,1014,1008,1001,10,10,5,24,14,NA,0,3,"Rain",199
2013-11-02,"2013-11-2",16,13,11,11,8,4,94,77,58,1002,998,995,10,9,5,37,14,60,0,4,"Rain",236
2013-11-03,"2013-11-3",13,10,8,9,4,3,94,69,54,1001,998,984,10,9,3,39,29,55,0,3,"Rain",237
2013-11-04,"2013-11-4",10,8,6,9,4,2,100,77,58,999,991,982,10,9,5,27,16,NA,0,4,"Rain",307
2013-11-05,"2013-11-5",13,9,6,10,6,2,94,76,58,999,994,990,10,10,5,39,16,61,0,4,"Rain",250
2013-11-06,"2013-11-6",16,13,10,13,10,5,100,82,71,1000,999,998,10,9,4,35,19,55,0,5,"Rain",231
2013-11-07,"2013-11-7",15,12,10,13,7,3,88,73,54,1008,1006,1000,10,10,10,34,16,58,0,3,"Rain",255
2013-11-08,"2013-11-8",13,10,7,8,7,5,93,82,67,1007,1004,1002,10,10,6,26,11,26,0,3,"Rain",240
2013-11-09,"2013-11-9",8,7,5,6,4,3,93,84,71,1008,1006,1003,10,9,7,23,13,NA,0,5,"Rain",248
2013-11-10,"2013-11-10",10,8,5,6,3,1,87,73,54,1025,1016,1003,10,10,9,23,11,NA,0,3,"Rain",291
2013-11-11,"2013-11-11",13,8,4,12,8,1,94,86,71,1025,1022,1021,10,9,4,23,10,42,0,6,"Rain",193
2013-11-12,"2013-11-12",14,10,6,13,8,3,100,83,67,1033,1026,1021,10,8,2,24,11,NA,0,4,"Rain",302
2013-11-13,"2013-11-13",11,7,4,5,3,2,93,76,62,1035,1031,1023,10,10,10,21,11,NA,0,3,"",239
2013-11-14,"2013-11-14",10,8,6,7,4,1,87,71,62,1029,1023,1019,10,10,10,32,21,48,0,3,"Rain",293
2013-11-15,"2013-11-15",10,8,5,4,2,0,87,73,62,1034,1032,1030,10,9,7,19,13,NA,0,1,"",345
